-2.000000000000000000e+00,-2.000000000000000000e+00,-2.000000000000000000e+00
-2.355747063891483251e+00,-1.077157109935675150e+00,-2.785722477503828287e+00
-1.026361789085515674e+00,-1.147396179227786028e+00,-1.382710787858948187e+00
-1.752742177204798857e+00,-2.156350671073524961e+00,-1.883707109886124220e+00
-1.891918079152098864e+00,-1.900959866073881566e+00,-2.495219528284256860e+00
-1.640994798029742796e+00,-1.782602129261432022e+00,-2.507721963826124334e+00
-1.151983686443082799e+00,-1.722464492698539074e+00,-2.696670071161118010e+00
-1.885897067795813786e+00,-1.798470173531697025e+00,-1.142251709014284522e+00
-1.763198793717154933e+00,-1.897321336542703518e+00,-2.097676765285553913e+00
-2.272930673568153814e+00,-2.035438444293634852e+00,-1.635681672935779041e+00
-2.419417812641620369e+00,-1.898127583305602828e+00,-1.519056847463198689e+00
-1.050217065216705992e+00,-2.148100630553353430e+00,-1.233278094005320069e+00
-1.875731434474850134e+00,-2.623620269586456999e+00,-2.689760476226704000e+00
-1.649522608303105597e+00,-1.323728746269583478e+00,-2.892300216090388787e+00
-1.918732479824641679e+00,-2.367860376291555546e+00,-2.366418819605945689e+00
-1.405906081096492288e+00,-1.842419391320252009e+00,-1.790390010421202938e+00
-1.419613991074724968e+00,-2.037771337024631091e+00,-2.301370726998364091e+00
-2.938016715980019455e+00,-2.592909461940699600e+00,-2.717878182544894994e+00
-2.012084842392136252e+00,-2.189683676546610336e+00,-2.443108727432688809e+00
-1.728605527426596344e+00,-1.532670825117145474e+00,-2.674247337387071433e+00
-1.819938530743285376e+00,-2.584857732793746088e+00,-1.644720767113879933e+00
-1.294969191886746307e+00,-1.415176994475175087e+00,-2.419327399426296044e+00
-2.140856787253686555e+00,-1.147426841821488575e+00,-1.808926049453499107e+00
-1.965210540731046951e+00,-1.859400209474147081e+00,-2.999202748750095626e+00
-2.696942506901944370e+00,-1.436541328052682642e+00,-1.126117676642310661e+00
-2.033906514772334084e+00,-2.450602444308739081e+00,-2.337062211750009499e+00
-1.754054665385853085e+00,-2.864378333278275512e+00,-1.259880527121959304e+00
-1.199898808894057867e+00,-2.571331566836807525e+00,-2.392679913679011783e+00
-2.081053717014540894e+00,-1.768548993873326314e+00,-2.903060359814265468e+00
-1.640970771300040543e+00,-2.501110154159050580e+00,-1.993025782645306831e+00
-2.906217359286535906e+00,-1.361756011406424660e+00,-1.877816418279333766e+00
-1.138472047384841090e+00,-2.770799177768446420e+00,-1.752500146970767503e+00
-1.789243486697310592e+00,-1.520886790286720913e+00,-2.130481220152871558e+00
-1.336372535648186588e+00,-2.299629452533339613e+00,-1.708806258360710206e+00
-2.866796164429866955e+00,-2.946912634645303619e+00,-2.683317619803901266e+00
-1.165482367365461958e+00,-2.064005715342228875e+00,-2.345743336641909593e+00
-1.370551536064166687e+00,-2.963654074280804629e+00,-2.040917707300250683e+00
-1.968427375628097886e+00,-1.395004517948127631e+00,-1.394797701811738788e+00
-1.154043587436331730e+00,-2.255072457642257611e+00,-1.806831065725528207e+00
-2.254651471260214812e+00,-1.053422932070219087e+00,-1.204078442461222531e+00
-2.565880803974231128e+00,-1.245305933839671475e+00,-2.580747787311149732e+00
-1.292170549825498060e+00,-1.360071598950477911e+00,-1.499901725683113529e+00
-1.322415883552551907e+00,-2.056054140942327635e+00,-2.892540331764820394e+00
-2.567436017440820173e+00,-1.430263384241275304e+00,-1.841306011907768214e+00
-2.304882402140510766e+00,-2.192771787413724915e+00,-1.987932588622730590e+00
-1.545153764865832446e+00,-1.569805748189867733e+00,-1.540528678598571899e+00
-2.347586192159537788e+00,-2.364587824011934458e+00,-1.940050857081382585e+00
-2.257364994243837408e+00,-1.558867019489321937e+00,-1.661705788966454156e+00
-1.743782801647288494e+00,-1.460296012469204152e+00,-1.404689394021230386e+00
-1.537271057118146933e+00,-2.739439448285011736e+00,-2.455557200280269470e+00
-1.636692846675124491e+00,-2.364795447072756129e+00,-1.533533241587193618e+00
-2.891014220201623353e+00,-1.129295278768189137e+00,-1.141235172020951705e+00
-1.914847200097229640e+00,-1.656436770836234640e+00,-2.757852000910202328e+00
-2.848400732572017979e+00,-2.815440934313206967e+00,-1.968269941865754324e+00
-2.458993775103980539e+00,-2.304841428696646766e+00,-1.033829204413327929e+00
-2.317713652057449281e+00,-2.383199018483332932e+00,-1.645533229121910690e+00
-1.166577528204850278e+00,-1.622951496378419511e+00,-1.179879927684673868e+00
-2.529383242577844637e+00,-2.427276467697462969e+00,-1.086397579833114246e+00
-1.218657926469194352e+00,-2.765246549377644136e+00,-1.838886942178967754e+00
-1.923523478900842187e+00,-1.586328391605126953e+00,-1.879304298036430509e+00
-1.609115711467801191e+00,-2.512070169784598850e+00,-1.927763713376778210e+00
-1.639066673698143628e+00,-2.706086405131776118e+00,-2.568934417763554912e+00
-2.288410678315897062e+00,-2.445213367643991553e+00,-1.951102316842360906e+00
-2.505966482160058462e+00,-1.297302168564020697e+00,-2.744468106814216490e+00
-2.584872788765960827e+00,-2.983737097218248202e+00,-1.089704015146301108e+00
-1.037836963832357906e+00,-2.143457509832938257e+00,-2.616368831931037420e+00
-1.879615332208441902e+00,-1.268060299604796271e+00,-2.142634302667176804e+00
-2.865788135004060599e+00,-2.205821102517216303e+00,-2.248164323035405587e+00
-2.160273100068720531e+00,-1.593742291706103265e+00,-2.113164883938951633e+00
-2.107097470759171642e+00,-1.031401941015688939e+00,-2.535745714138490037e+00
-2.873266134395354499e+00,-2.759552606514583672e+00,-1.404284878243140300e+00
